,ip,count,country,city,region,latitude,longitude,loc,org,postal,timezone,country_name,hostname,bogon,anycast
2613,190.156.65.201,1,CO,Bogotá,Bogota D.C.,4.6097,-74.0817,"4.6097,-74.0817",AS10620 Telmex Colombia S.A.,111411,America/Bogota,Colombia,dynamic-ip-19015665201.cable.net.co,,
2614,202.46.49.19,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2615,123.125.71.59,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,Asia/Shanghai,China,baiduspider-123-125-71-59.crawl.baidu.com,,
2616,46.236.23.222,1,GB,London,England,51.5085,-0.1257,"51.5085,-0.1257",AS12703 Pulsant (Scotland) Ltd,EC1A,Europe/London,United Kingdom,ded3089.sysms.net,,
2617,81.45.53.125,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,125.red-81-45-53.staticip.rima-tde.net,,
2618,173.252.101.119,1,US,Fenton,Missouri,38.5131,-90.4360,"38.5131,-90.4360","AS32934 Facebook, Inc.",63026,America/Chicago,United States,,,
2619,66.249.78.152,1,US,Fremont,California,37.5483,-121.9886,"37.5483,-121.9886",AS15169 Google LLC,94536,America/Los_Angeles,United States,,,
2620,220.181.108.90,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972","AS23724 IDC, China Telecommunications Corporation",,Asia/Shanghai,China,baiduspider-220-181-108-90.crawl.baidu.com,,
2621,187.108.48.17,1,BR,Ouro Preto,Minas Gerais,-20.3948,-43.5052,"-20.3948,-43.5052",AS28201 Companhia Itabirana Telecomunicações Ltda,35400-000,America/Sao_Paulo,Brazil,ip-187-108-48-17.isp.valenet.com.br,,
2622,202.46.54.59,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2623,157.55.36.37,1,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
2624,66.249.76.3,1,BE,Brussels,Brussels Capital,50.8505,4.3488,"50.8505,4.3488",AS15169 Google LLC,1000,Europe/Brussels,Belgium,crawl-66-249-76-3.googlebot.com,,
2625,190.239.244.81,1,PE,Lima,Lima,-12.0432,-77.0282,"-12.0432,-77.0282",AS6147 Telefonica del Peru S.A.A.,15001,America/Lima,Peru,,,
2626,148.251.69.136,1,DE,Oberdorla,Thuringia,51.1658,10.4216,"51.1658,10.4216",AS24940 Hetzner Online GmbH,99986,Europe/Berlin,Germany,static.136.69.251.148.clients.your-server.de,,
2627,192.145.238.10,1,US,Los Angeles,California,34.0522,-118.2437,"34.0522,-118.2437","AS22611 InMotion Hosting, Inc.",90009,America/Los_Angeles,United States,,,
2628,90.174.2.142,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,,,
2629,5.153.20.133,1,NL,Amsterdam,North Holland,52.3740,4.8897,"52.3740,4.8897",AS36351 SoftLayer Technologies Inc.,1012,Europe/Amsterdam,Netherlands,85.14.9905.ip4.static.sl-reverse.com,,
2630,183.60.213.109,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS134764 CHINANET Guangdong province network,,Asia/Shanghai,China,,,
2631,195.128.174.142,1,DK,Copenhagen,Capital Region,55.6759,12.5655,"55.6759,12.5655",AS48854 team.blue Denmark A/S,0917,Europe/Copenhagen,Denmark,vdom97.net.dk2.zitcom.dk,,
2632,202.46.48.23,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2633,88.8.0.25,1,ES,Donostia / San Sebastián,Basque Country,43.3128,-1.9750,"43.3128,-1.9750",AS3352 TELEFONICA DE ESPANA,20001,Europe/Madrid,Spain,25.red-88-8-0.staticip.rima-tde.net,,
2634,31.13.99.115,1,IE,Dublin,Leinster,53.3331,-6.2489,"53.3331,-6.2489","AS32934 Facebook, Inc.",D02,Europe/Dublin,Ireland,,,
2635,202.46.51.124,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2636,199.30.25.29,1,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,msnbot-199-30-25-29.search.msn.com,,
2637,123.125.71.51,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,Asia/Shanghai,China,baiduspider-123-125-71-51.crawl.baidu.com,,
2638,87.221.5.240,1,ES,Almería,Andalusia,36.8381,-2.4597,"36.8381,-2.4597",AS12479 Orange Espagne SA,04001,Europe/Madrid,Spain,240.5.221.87.dynamic.jazztel.es,,
2639,95.120.124.90,1,ES,Valdepeñas,Castille-La Mancha,38.7621,-3.3848,"38.7621,-3.3848",AS3352 TELEFONICA DE ESPANA,13300,Europe/Madrid,Spain,90.red-95-120-124.dynamicip.rima-tde.net,,
2640,202.46.62.97,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2641,183.13.150.55,1,CN,Shenzhen,Guangdong,22.5455,114.0683,"22.5455,114.0683",AS4134 CHINANET-BACKBONE,,Asia/Shanghai,China,,,
2642,80.30.136.222,1,ES,Torrent,Valencia,39.4370,-0.4655,"39.4370,-0.4655",AS3352 TELEFONICA DE ESPANA,46900,Europe/Madrid,Spain,,,
2643,2.139.229.47,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,47.red-2-139-229.staticip.rima-tde.net,,
2644,198.72.102.181,1,CA,Montréal,Quebec,45.5088,-73.5878,"45.5088,-73.5878",AS32613 iWeb Technologies Inc.,H3H,America/Toronto,Canada,,,
2645,202.46.63.70,1,ID,Jakarta,Jakarta,-6.2146,106.8451,"-6.2146,106.8451","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Jakarta,Indonesia,ptr.cnsat.com.cn,,
2646,87.220.174.115,1,ES,Granada,Andalusia,37.1882,-3.6067,"37.1882,-3.6067",AS12479 Orange Espagne SA,18001,Europe/Madrid,Spain,115.174.220.87.dynamic.jazztel.es,,
2647,120.236.0.202,1,CN,Shenzhen,Guangdong,22.5455,114.0683,"22.5455,114.0683",AS56040 China Mobile communications corporation,,Asia/Shanghai,China,,,
2648,188.79.197.34,1,ES,Santa Coloma de Gramenet,Catalonia,41.4515,2.2081,"41.4515,2.2081",AS12479 Orange Espagne SA,08920,Europe/Madrid,Spain,34.197.79.188.dynamic.jazztel.es,,
2649,182.118.25.229,1,CN,Henan,Heilongjiang,47.9658,126.0196,"47.9658,126.0196",AS4837 CHINA UNICOM China169 Backbone,,Asia/Shanghai,China,hn.kd.ny.adsl,,
2650,37.11.51.82,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,82.51.11.37.dynamic.jazztel.es,,
2651,77.27.102.41,1,ES,Santiago de Compostela,Galicia,42.8805,-8.5457,"42.8805,-8.5457","AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.",15701,Europe/Madrid,Spain,41.102.27.77.dynamic.reverse-mundo-r.com,,
2652,189.149.135.146,1,MX,Ecatepec de Morelos,México,19.6049,-99.0606,"19.6049,-99.0606",AS8151 Uninet S.A. de C.V.,55020,America/Mexico_City,Mexico,dsl-189-149-135-146-dyn.prod-infinitum.com.mx,,
2653,108.168.250.12,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS36351 SoftLayer Technologies Inc.,75201,America/Chicago,United States,c.fa.a86c.ip4.static.sl-reverse.com,,
2654,181.118.30.53,1,AR,Godoy Cruz,Mendoza,-32.9286,-68.8351,"-32.9286,-68.8351",AS28114 Alpha Tel S.A.,5501,America/Argentina/Mendoza,Argentina,pub-cust-53.30.118.181.bf.directvnet.com.ar,,
2655,199.80.54.22,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS40824 WZ Communications Inc.,75201,America/Chicago,United States,,,
2656,64.71.199.80,1,US,Cedar Rapids,Iowa,42.0083,-91.6441,"42.0083,-91.6441",,52406,America/Chicago,United States,,,
2657,65.55.215.57,1,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,msnbot-65-55-215-57.search.msn.com,,
2658,157.56.93.62,1,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
2659,66.249.64.206,1,US,Columbia,South Carolina,34.0007,-81.0348,"34.0007,-81.0348",AS15169 Google LLC,29201,America/New_York,United States,crawl-66-249-64-206.googlebot.com,,
2660,212.49.162.243,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS8903 EVOLUTIO CLOUD ENABLER S.A. UNIPERSONAL,28001,Europe/Madrid,Spain,,,
2661,202.46.55.28,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2662,199.101.134.201,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS40824 WZ Communications Inc.,75201,America/Chicago,United States,,,
2663,202.21.106.107,1,MN,Ulan Bator,Ulaanbaatar,47.9077,106.8832,"47.9077,106.8832",AS9484 Mobinet LLC. AS Mobinet Internet Service Provider,,Asia/Ulaanbaatar,Mongolia,,,
2664,94.23.59.189,1,FR,Paris,Île-de-France,48.8534,2.3488,"48.8534,2.3488",AS16276 OVH SAS,75000,Europe/Paris,France,ns302044.ip-94-23-59.eu,,
2665,194.50.141.137,1,RU,Krasnoznamensk,Moscow Oblast,55.5994,37.0386,"55.5994,37.0386",AS198539 Objedinennye Seti Ltd.,143090,Europe/Moscow,Russia,,,
2666,46.236.24.53,1,GB,London,England,51.5085,-0.1257,"51.5085,-0.1257",AS12703 Pulsant (Scotland) Ltd,EC1A,Europe/London,United Kingdom,ded3125.sysms.net,,
2667,202.46.54.51,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2668,141.212.121.253,1,US,Poplar Grove,Illinois,42.3683,-88.8221,"42.3683,-88.8221",AS36375 University of Michigan,61065,America/Chicago,United States,researchscan253.eecs.umich.edu,,
2669,186.23.137.154,1,AR,Buenos Aires,Buenos Aires F.D.,-34.6131,-58.3772,"-34.6131,-58.3772",AS27747 Telecentro S.A.,1871,America/Argentina/Buenos_Aires,Argentina,cpe-186-23-137-154.telecentro-reversos.com.ar,,
2670,66.249.76.5,1,BE,Brussels,Brussels Capital,50.8505,4.3488,"50.8505,4.3488",AS15169 Google LLC,1000,Europe/Brussels,Belgium,crawl-66-249-76-5.googlebot.com,,
2671,95.16.123.205,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,205.123.16.95.dynamic.jazztel.es,,
2672,119.63.196.28,1,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS38627 Baidu, Inc.",101-8656,Asia/Tokyo,Japan,,,
2673,157.55.35.113,1,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
2674,31.4.181.220,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,31-4-181-220.red-acceso.airtel.net,,
2675,190.14.36.47,1,PA,Panamá,Panamá,8.9936,-79.5197,"8.9936,-79.5197",AS52469 Offshore Racks S.A,,America/Panama,Panama,etypy.pl,,
2676,144.76.223.13,1,DE,Hagen,North Rhine-Westphalia,51.3608,7.4717,"51.3608,7.4717",AS24940 Hetzner Online GmbH,58095,Europe/Berlin,Germany,static.13.223.76.144.clients.your-server.de,,
2677,212.16.16.186,1,RU,Moscow,Moscow,55.7522,37.6156,"55.7522,37.6156",AS8592 Research and production firm IMT-Center OOO,101000,Europe/Moscow,Russia,,,
2678,202.46.49.127,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2679,66.249.76.226,1,BE,Brussels,Brussels Capital,50.8505,4.3488,"50.8505,4.3488",AS15169 Google LLC,1000,Europe/Brussels,Belgium,crawl-66-249-76-226.googlebot.com,,
2680,202.46.63.123,1,ID,Jakarta,Jakarta,-6.2146,106.8451,"-6.2146,106.8451","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Jakarta,Indonesia,ptr.cnsat.com.cn,,
2681,37.59.18.36,1,FR,Strasbourg,Grand Est,48.5839,7.7455,"48.5839,7.7455",AS16276 OVH SAS,67000,Europe/Paris,France,ns3030173.ip-37-59-18.eu,,
2682,66.249.85.28,1,BR,São Paulo,São Paulo,-23.5475,-46.6361,"-23.5475,-46.6361",AS15169 Google LLC,01000-000,America/Sao_Paulo,Brazil,google-proxy-66-249-85-28.google.com,,
2683,201.213.66.107,1,AR,Buenos Aires,Buenos Aires F.D.,-34.6131,-58.3772,"-34.6131,-58.3772",AS7303 Telecom Argentina S.A.,1871,America/Argentina/Buenos_Aires,Argentina,201.213.66.107.fibercorp.com.ar,,
2684,202.46.48.18,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2685,220.181.108.82,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972","AS23724 IDC, China Telecommunications Corporation",,Asia/Shanghai,China,baiduspider-220-181-108-82.crawl.baidu.com,,
2686,80.30.93.22,1,ES,Valencia,Valencia,39.4697,-0.3774,"39.4697,-0.3774",AS3352 TELEFONICA DE ESPANA,46001,Europe/Madrid,Spain,,,
2687,85.58.126.136,1,ES,Málaga,Andalusia,36.7202,-4.4203,"36.7202,-4.4203",AS12479 Orange Espagne SA,29001,Europe/Madrid,Spain,136.pool85-58-126.dynamic.orange.es,,
2688,66.249.76.224,1,BE,Brussels,Brussels Capital,50.8505,4.3488,"50.8505,4.3488",AS15169 Google LLC,1000,Europe/Brussels,Belgium,crawl-66-249-76-224.googlebot.com,,
2689,217.251.132.175,1,DE,Warendorf,North Rhine-Westphalia,51.9511,7.9876,"51.9511,7.9876",AS3320 Deutsche Telekom AG,48231,Europe/Berlin,Germany,pd9fb84af.dip0.t-ipconnect.de,,
2690,206.198.5.33,1,US,Downers Grove,Illinois,41.8089,-88.0112,"41.8089,-88.0112",AS26844 Pactiv LLC,60515,America/Chicago,United States,,,
2691,186.83.138.220,1,CO,Bogotá,Bogota D.C.,4.6097,-74.0817,"4.6097,-74.0817",AS10620 Telmex Colombia S.A.,111411,America/Bogota,Colombia,dynamic-ip-18683138220.cable.net.co,,
2692,95.39.151.173,1,ES,Yecla,Murcia,38.6136,-1.1147,"38.6136,-1.1147","AS6739 VODAFONE ONO, S.A.",30510,Europe/Madrid,Spain,95.39.151.173.dyn.user.ono.com,,
2693,74.117.177.167,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS40824 WZ Communications Inc.,75201,America/Chicago,United States,,,
2694,85.214.252.184,1,DE,Berlin,Berlin,52.5244,13.4105,"52.5244,13.4105",AS6724 Strato AG,10119,Europe/Berlin,Germany,h2659397.stratoserver.net,,
2695,201.156.20.144,1,MX,San Nicolás de los Garza,Nuevo León,25.7417,-100.3022,"25.7417,-100.3022",,65516,America/Monterrey,Mexico,201-156-20-144.static.axtel.net,,
2696,200.0.29.9,1,EC,Loja,Loja,-3.9931,-79.2042,"-3.9931,-79.2042",AS27820 Universidad Tecnica Particular de Loja,,America/Guayaquil,Ecuador,,,
2697,202.46.51.47,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2698,220.181.108.122,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972","AS23724 IDC, China Telecommunications Corporation",,Asia/Shanghai,China,baiduspider-220-181-108-122.crawl.baidu.com,,
2699,2.136.222.9,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,9.red-2-136-222.staticip.rima-tde.net,,
2700,72.37.171.52,1,US,Sunnyside,New York,40.7517,-73.9707,"40.7517,-73.9707",AS3257 GTT Communications Inc.,10017,America/New_York,United States,,,
2701,95.60.213.6,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,static-6-213-60-95.ipcom.comunitel.net,,
2702,112.90.194.41,1,CN,Guangzhou,Guangdong,23.1167,113.2500,"23.1167,113.2500",AS17816 China Unicom  IP network China169 Guangdong province,,Asia/Shanghai,China,,,
2703,87.221.7.70,1,ES,Almería,Andalusia,36.8381,-2.4597,"36.8381,-2.4597",AS12479 Orange Espagne SA,04001,Europe/Madrid,Spain,70.7.221.87.dynamic.jazztel.es,,
2704,202.46.54.46,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2705,81.35.171.130,1,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS3352 TELEFONICA DE ESPANA,08001,Europe/Madrid,Spain,130.red-81-35-171.dynamicip.rima-tde.net,,
2706,66.249.64.121,1,US,Columbia,South Carolina,34.0007,-81.0348,"34.0007,-81.0348",AS15169 Google LLC,29201,America/New_York,United States,crawl-66-249-64-121.googlebot.com,,
2707,62.151.245.153,1,ES,Basauri,Basque Country,43.2397,-2.8858,"43.2397,-2.8858",AS12479 Orange Espagne SA,48970,Europe/Madrid,Spain,framed-user-153.62.151.245.ya.com,,
2708,209.19.181.22,1,US,Boise,Idaho,43.6135,-116.2035,"43.6135,-116.2035",AS14230 Involta,83707,America/Boise,United States,,,
2709,201.134.106.130,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS8151 Uninet S.A. de C.V.,75201,America/Chicago,United States,customer-201-134-106-130.uninet-ide.com.mx,,
2710,157.55.34.176,1,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
2711,82.159.2.130,1,ES,Parla,Madrid,40.2360,-3.7675,"40.2360,-3.7675","AS6739 VODAFONE ONO, S.A.",28980,Europe/Madrid,Spain,82.159.2.130.dyn.user.ono.com,,
2712,119.63.196.92,1,JP,Tokyo,Tokyo,35.6895,139.6917,"35.6895,139.6917","AS38627 Baidu, Inc.",101-8656,Asia/Tokyo,Japan,,,
2713,83.33.246.15,1,ES,Lleida,Catalonia,41.6167,0.6222,"41.6167,0.6222",AS3352 TELEFONICA DE ESPANA,25001,Europe/Madrid,Spain,15.red-83-33-246.dynamicip.rima-tde.net,,
2714,220.181.108.187,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972","AS23724 IDC, China Telecommunications Corporation",,Asia/Shanghai,China,baiduspider-220-181-108-187.crawl.baidu.com,,
2715,201.78.209.135,1,US,New York City,New York,40.7143,-74.0060,"40.7143,-74.0060",AS7738 Telemar Norte Leste S.A.,10004,America/New_York,United States,201-78-209-135.user.veloxzone.com.br,,
2716,190.239.205.113,1,PE,Chancay,Lima region,-11.5714,-77.2672,"-11.5714,-77.2672",AS6147 Telefonica del Peru S.A.A.,15131,America/Lima,Peru,,,
2717,192.185.4.74,1,US,Houston,Texas,29.7633,-95.3633,"29.7633,-95.3633",AS46606 Unified Layer,77002,America/Chicago,United States,gator4063.hostgator.com,,
2718,189.107.178.153,1,BR,São Paulo,São Paulo,-23.5475,-46.6361,"-23.5475,-46.6361",AS7738 Telemar Norte Leste S.A.,01000-000,America/Sao_Paulo,Brazil,189-107-178-153.user.veloxzone.com.br,,
2719,157.56.93.61,1,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
2720,123.125.71.49,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,Asia/Shanghai,China,baiduspider-123-125-71-49.crawl.baidu.com,,
2721,202.46.49.37,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2722,123.125.71.85,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,Asia/Shanghai,China,baiduspider-123-125-71-85.crawl.baidu.com,,
2723,173.252.80.116,1,US,Chicago,Illinois,41.8500,-87.6500,"41.8500,-87.6500","AS32934 Facebook, Inc.",60666,America/Chicago,United States,,,
2724,202.46.54.56,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2725,66.249.84.192,1,US,Salem,Oregon,44.9429,-123.0351,"44.9429,-123.0351",AS15169 Google LLC,97308,America/Los_Angeles,United States,google-proxy-66-249-84-192.google.com,,
2726,66.249.76.238,1,BE,Brussels,Brussels Capital,50.8505,4.3488,"50.8505,4.3488",AS15169 Google LLC,1000,Europe/Brussels,Belgium,crawl-66-249-76-238.googlebot.com,,
2727,64.71.201.91,1,US,Cedar Rapids,Iowa,42.0083,-91.6441,"42.0083,-91.6441",,52406,America/Chicago,United States,,,
2728,123.125.71.105,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,Asia/Shanghai,China,baiduspider-123-125-71-105.crawl.baidu.com,,
2729,202.46.63.121,1,ID,Jakarta,Jakarta,-6.2146,106.8451,"-6.2146,106.8451","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Jakarta,Indonesia,ptr.cnsat.com.cn,,
2730,190.249.144.149,1,CO,Medellín,Antioquia,6.2518,-75.5636,"6.2518,-75.5636",AS13489 EPM Telecomunicaciones S.A. E.S.P.,050001,America/Bogota,Colombia,cable190-249-144-149.epm.net.co,,
2731,93.186.202.244,1,DE,Düsseldorf,North Rhine-Westphalia,51.2217,6.7762,"51.2217,6.7762",AS24961 myLoc managed IT AG,40210,Europe/Berlin,Germany,h051.helix.fastwebserver.de,,
2732,184.173.238.166,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS36351 SoftLayer Technologies Inc.,75201,America/Chicago,United States,a6.ee.adb8.ip4.static.sl-reverse.com,,
2733,83.49.92.249,1,ES,Playa de las Américas,Canary Islands,28.0640,-16.7301,"28.0640,-16.7301",AS3352 TELEFONICA DE ESPANA,38679,Atlantic/Canary,Spain,249.red-83-49-92.dynamicip.rima-tde.net,,
2734,201.141.231.62,1,MX,Mexico City,Mexico City,19.4285,-99.1277,"19.4285,-99.1277","AS28548 Cablevisión, S.A. de C.V.",03020,America/Mexico_City,Mexico,customer-201-141-231-62.cablevision.net.mx,,
2735,184.173.238.167,1,US,Dallas,Texas,32.7831,-96.8067,"32.7831,-96.8067",AS36351 SoftLayer Technologies Inc.,75201,America/Chicago,United States,a7.ee.adb8.ip4.static.sl-reverse.com,,
2736,125.214.65.181,1,AU,Melbourne,Victoria,-37.8140,144.9633,"-37.8140,144.9633",AS55803 Hostopia Australia Web Pty Ltd,3000,Australia/Melbourne,Australia,mail.125-214-65-181.com,,
2737,31.4.206.129,1,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS12430 VODAFONE ESPANA S.A.U.,08001,Europe/Madrid,Spain,31-4-206-129.red-acceso.airtel.net,,
2738,182.118.22.224,1,CN,Henan,Heilongjiang,47.9658,126.0196,"47.9658,126.0196",AS4837 CHINA UNICOM China169 Backbone,,Asia/Shanghai,China,hn.kd.ny.adsl,,
2739,86.62.136.73,1,NO,Oslo,Oslo,59.9127,10.7461,"59.9127,10.7461",AS2116 GLOBALCONNECT AS,0001,Europe/Oslo,Norway,c49883e56.dhcp.as2116.net,,
2740,2.139.249.224,1,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,224.red-2-139-249.staticip.rima-tde.net,,
2741,79.153.60.85,1,ES,Mérida,Extremadura,38.9161,-6.3437,"38.9161,-6.3437",AS3352 TELEFONICA DE ESPANA,06800,Europe/Madrid,Spain,85.red-79-153-60.dynamicip.rima-tde.net,,
2742,69.171.247.115,1,US,Menlo Park,California,37.4538,-122.1822,"37.4538,-122.1822","AS32934 Facebook, Inc.",94025,America/Los_Angeles,United States,,,
2743,190.191.79.143,1,AR,Lomas de Zamora,Buenos Aires,-34.7609,-58.4063,"-34.7609,-58.4063",AS7303 Telecom Argentina S.A.,1832,America/Argentina/Buenos_Aires,Argentina,143-79-191-190.cab.prima.net.ar,,
2744,123.125.71.90,1,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,Asia/Shanghai,China,baiduspider-123-125-71-90.crawl.baidu.com,,
2745,202.46.62.33,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2746,54.225.28.146,1,US,Ashburn,Virginia,39.0437,-77.4875,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,United States,ec2-54-225-28-146.compute-1.amazonaws.com,,
2747,202.46.56.52,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2748,202.46.61.29,1,HK,Hong Kong,Central and Western,22.2783,114.1747,"22.2783,114.1747","AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.",,Asia/Hong_Kong,Hong Kong,ptr.cnsat.com.cn,,
2749,87.220.112.95,1,ES,Pamplona,Navarre,42.8169,-1.6432,"42.8169,-1.6432",AS12479 Orange Espagne SA,31001,Europe/Madrid,Spain,95.112.220.87.dynamic.jazztel.es,,
